id,score,date
cinevardaphoto,71.5,2005-02-18
circle_of_friends,66.25,2008-03-11
circle_of_love,50.0,2005-12-06
circle_of_power,75.0,2018-06-20
circo_2011,78.25,2011-07-22
circumstance,68.96,2012-08-23
circumstantial_pleasures,60.0,2021-06-21
circus_of_books,80.62,2020-04-22
circus_world,30.0,2005-05-09
cirkus,30.0,2022-12-23
cirkus_columbia,65.0,2012-03-08
cirque_du_soleil_worlds_away,49.47,2017-09-01
citadel_2012,57.29,2013-07-12
citation,80.0,2020-11-18
cities_of_last_things,57.5,2018-09-10
citizen_ashe,71.67,2021-12-12
citizen_jane_battle_for_the_city,73.24,2017-06-29
citizen_k,79.09,2020-03-03
citizen_kane,98.67,2016-04-29
citizen_koch_2013,65.0,2014-06-19
citizen_lane,70.0,2021-04-05
citizen_marc,75.0,2014-10-17
citizen_penn,60.0,2021-05-06
citizen_ruth,62.5,2000-01-01
citizen_verdict,40.0,2003-10-22
citizenfour,82.07,2015-02-19
city-of-sadness,100.0,2014-05-20
city_by_the_sea,60.77,2010-12-22
city_for_conquest,40.0,2006-03-25
city_hall,75.42,2002-06-18
city_hall_2020,90.36,2020-11-13
city_island,68.56,2010-07-22
city_lights,95.3,2016-01-29
city_of_ali,83.75,2021-06-21
city_of_angels,68.96,2010-12-22
city_of_ember,59.39,2011-11-17
city_of_ghosts,60.16,2003-06-28
city_of_ghosts_2017,82.3,2018-06-08
city_of_god,86.57,2010-12-22
city_of_gold_2016,68.91,2016-04-14
city_of_hope,90.0,2000-01-01
city_of_industry,40.62,2000-01-01
city_of_joy,82.5,2000-01-01
city_of_joy_2018,75.0,2018-09-07
city_of_lies,58.33,2021-03-25
city_of_life_and_death,82.67,2011-09-22
city_of_lost_children,72.5,2021-11-29
city_of_tiny_lights,52.25,2017-06-02
city_of_violence,60.0,2007-06-08
city_of_women,62.5,2004-10-23
city_of_your_final_destination,55.36,2011-01-31
city_rats,23.33,2009-04-25
city_slickers,78.75,2008-06-02
city_slickers_ii_the_legend_of_curlys_gold,42.5,2022-04-26
civic_duty,53.56,2007-05-05
civil_action,71.94,2006-06-01
civil_ben_crump,70.83,2022-07-21
civil_brand,40.83,2003-10-16
civil_war,68.75,2021-09-17
cj7,55.32,2018-02-06
claim,66.15,2003-03-10
clair_de_femme,50.0,2018-11-12
claire-dolan,70.0,2000-01-01
claire_darling,60.0,2019-06-21
claire_in_motion,56.25,2017-01-13
claire_of_the_moon,40.62,2003-05-20
claires_camera,76.5,2018-05-03
claires_knee,100.0,2004-10-23
clan_of_the_cave_bear,37.5,2000-01-01
clapboard_jungle,50.0,2021-04-14
clara_2019,50.0,2019-05-03
clara_sola,63.75,2022-11-20
claras_ghost,54.17,2018-12-07
claras_heart,37.5,2000-01-01
clash_2011,80.0,2011-03-10
clash_2017,79.5,2017-08-25
clash_of_the_titans,73.12,2009-04-30
clash_of_the_titans_2,44.47,2012-03-30
clash_of_the_titans_2010,48.35,2010-08-13
class,45.0,2004-10-23
class_action_park,77.86,2021-02-19
class_divide_2016,87.5,2016-04-13
class_of_1984,65.83,2015-04-13
class_of_83,60.0,2020-08-25
class_trip,40.0,2006-06-02
classe_tous_risques,82.78,2013-09-12
clay_pigeons,61.25,2003-12-16
claydream,65.0,2022-11-15
clean,75.0,2011-11-24
clean_2022,52.08,2022-07-01
clean_2022_2,80.0,2022-08-21
clean_and_sober,87.5,2000-01-01
clean_hands,50.0,2016-10-10
clean_shaven,74.38,2002-06-18
cleanflix,62.5,2010-08-27
cleanskin,42.86,2012-09-10
clear_and_present_danger,68.5,2003-10-08
clear_blue_tuesday_2009,31.67,2010-09-06
clear_history,81.25,2013-08-14
clearcut,60.0,2000-01-01
cleavers_destiny,40.0,2013-09-26
clemency_2019,82.93,2020-12-09
clementine_2019,58.0,2021-02-01
cleo_de_5_a_7,86.25,2022-02-17
cleopatra_50th_anniversary,50.0,2013-05-24
cleopatra_jones,62.5,2004-10-23
cleopatras-second-husband,60.0,2003-03-10
clerk,25.0,2021-11-23
clerks,85.83,2019-07-26
clerks_2,58.43,2009-05-13
clerks_iii,49.32,2022-09-23
click,45.83,2008-05-30
click_2010,20.0,2019-04-16
click_and_collect,80.0,2019-01-07
clickety_clack,68.75,2018-07-03
client,56.25,2017-08-16
cliff_walkers,75.0,2021-05-06
clifford,25.83,2018-12-28
clifford_the_big_red_dog,56.67,2022-01-06
cliffords_really_big_movie,55.31,2010-12-22
climate-change-is-coming-to-town-h2oil-program,40.0,2010-06-11
climate_change_the_facts,93.33,2019-04-19
climate_of_change,70.0,2010-05-24
climate_of_the_hunter,76.25,2021-08-18
climates,77.22,2007-03-23
climax,66.63,2019-03-12
climbing_blind,80.0,2020-05-19
clinton_inc_2016,20.0,2016-10-01
clip,50.83,2013-03-15
clive_davis_the_soundtrack_of_our_lives,60.0,2017-05-03
cloak_and_dagger,70.0,2012-10-29
clockers,81.67,2021-08-18
clockstoppers,49.76,2010-12-22
clockwatchers,81.88,2000-01-01
clockwork_orange,88.21,2019-04-05
cloclo,60.0,2012-06-22
clone_wars,41.11,2008-10-18
close_2019,62.5,2019-01-20
close_2022,85.6,2023-03-05
close_call,20.0,2004-04-16
close_closed_closure,67.5,2003-11-10
close_encounters_of_the_third_kind,95.0,2020-05-30
close_my_eyes,40.0,2000-01-01
close_to_eden,67.5,2001-08-01
close_up,100.0,2010-03-24
close_your_eyes_2002,50.71,2004-04-23
closed_circuit_2013,52.79,2014-02-21
closed_curtain,74.83,2015-09-07
closely-watched-trains,87.5,2004-10-23
closeness,60.0,2017-06-13
closer,73.22,2010-12-22
closer_to_god_2014,62.5,2015-07-02
closer_to_the_moon_2013,65.0,2015-11-12
closet,52.5,2003-06-19
closet_land,37.5,2000-01-01
closet_monster,65.0,2016-11-30
cloud_atlas_2012,60.98,2022-03-23
cloud_nine,80.0,2013-01-22
cloudburst_2012,65.83,2013-07-26
clouds,50.0,2000-01-01
clouds_2020,72.5,2020-10-16
clouds_over_israel,75.0,2018-07-02
cloudy_with_a_chance_of_meatballs_2_2013,61.07,2013-10-28
clover_2020,62.5,2020-04-03
cloverfield,71.88,2011-11-18
clown_2016,43.75,2016-06-17
club-dread,39.58,2010-12-22
club_60,50.0,2019-03-18
club_le_monde,60.0,2002-12-11
club_life_2015,40.0,2015-05-27
club_paradise,58.33,2014-07-26
club_utopia,25.0,2014-02-21
clubbed,29.17,2009-01-16
clue,50.25,2013-03-21
clueless,68.64,2022-06-07
cluny-brown-1946,87.5,2010-12-20
cmon_cmon,75.38,2022-02-23
coach_carter,59.08,2010-12-22
coachella,62.5,2006-06-09
coal_miners_daughter,83.57,2022-04-07
coast_2022,40.0,2022-04-07
coast_of_death,75.0,2015-02-10
coast_to_coast-1980,50.0,2018-11-12
coastal_elites,58.12,2020-09-11
cobb,66.25,2014-05-06
cobra,20.0,2003-05-21
cobra_verde,78.33,2007-03-24
cobra_woman,62.5,2022-09-21
cocaine_bear,52.5,2023-03-04
cocaine_prison,60.0,2017-09-11
cocalero,50.0,2007-11-09
cockettes,76.88,2002-08-09
cockneys_vs_zombies,53.59,2013-08-02
cockroach_2020,78.33,2021-01-11
cocksucker_blues,80.0,2008-11-07
cocktail,48.75,2013-05-21
cocktail_2012,60.0,2019-03-26
coco_2017,81.61,2022-05-27
coco_before_chanel,66.51,2011-11-17
coco_chanel_and_igor_stravinsky,60.0,2010-08-16
coconut_hero,50.0,2016-03-18
cocoon,70.0,2003-05-20
cocoon_the_return,62.5,2000-01-01
cocote,71.67,2018-08-03
coda_2020,57.5,2020-08-06
coda_2021,74.64,2021-09-01
code_46,59.17,2010-12-22
code_black_2014,71.0,2014-08-01
code_name_geronimo,44.0,2017-09-01
code_name_the_cleaner,33.67,2007-12-07
code_name_tiranga,20.0,2022-10-18
code_of_silence,87.5,2004-10-23
code_of_the_west_2012,55.0,2013-03-28
code_unknown,78.5,2002-06-27
coded_bias,79.0,2020-11-20
codegirl_2015,35.0,2015-10-30
codependent_lesbian_space_alien_seeks_same_2011,55.0,2012-01-05
cody_the_robosapien_2013,40.0,2013-04-30
coeurs,71.44,2011-11-17
coffee_and_cigarettes,62.19,2004-10-19
coffee_and_kareem,41.5,2020-04-18
coffee_with_d,10.0,2017-12-07
coffin_rock,53.33,2009-10-23
coffy,53.33,2015-06-08
cog,61.0,2013-09-20
cogunluk,75.0,2011-03-23
coherence_2013,66.88,2015-02-15
coin_heist,75.0,2017-01-06
coincoin_and_the_extra_humans,73.75,2020-07-22
colbert_christmas_greatest_gift_of_all,75.0,2018-11-13
cold_blood,17.5,2019-07-09
cold_brook,50.0,2019-11-08
cold_case_hammarskjold,80.94,2020-01-29
cold_comes_the_night_2013,40.0,2014-01-10
cold_creek_manor,50.48,2004-01-27
cold_deck_2015,31.25,2015-12-04
cold_fever,75.36,2017-01-10
cold_fish,44.0,2011-08-04
cold_heaven,57.5,2022-06-02
cold_in_july_2014,70.65,2014-12-11
cold_mountain,74.5,2010-12-22
cold_pursuit,58.97,2019-03-07
cold_skin,60.0,2018-09-06
cold_souls,64.06,2011-11-18
cold_sweat_2018,70.0,2019-11-22
cold_turkey,100.0,2004-10-23
cold_turkey_2013,41.07,2014-01-17
cold_war_2,75.0,2016-07-14
cold_war_2018,84.14,2019-03-14
cold_weather,72.34,2011-04-15
coldplay_a_head_full_of_dreams,60.0,2018-11-14
coldwater,37.5,2014-08-15
colette,77.5,2003-05-28
colette_2018,73.78,2019-09-20
colin_2009,40.0,2009-10-23
collaborator,54.17,2012-07-19
collateral,76.0,2010-12-22
collateral_beauty,30.15,2017-01-20
collateral_damages,77.5,2004-03-16
collective_2020,89.21,2021-04-07
college_boys_live,75.0,2010-04-30
college_road_trip,29.85,2011-11-17
collide_2017,40.0,2017-03-02
colliding_dreams,70.62,2016-04-28
collisions,62.5,2019-11-08
colma_the_musical,65.24,2007-07-12
colombiana,47.25,2011-09-14
colonel_chabert_1994,75.0,2000-01-01
colonia,43.75,2016-10-10
color-of-lies,80.0,2001-11-13
color_of_magic,60.0,2009-01-30
color_of_money,72.5,2017-02-06
color_of_night,40.83,2013-05-17
color_of_paradise,85.5,2000-01-01
color_of_the_cross,45.83,2006-11-10
color_out_of_space,69.44,2021-02-17
color_purple,86.67,2005-07-07
colorado_cowboy_the_bruce_ford_story,62.5,2000-01-01
colossal,70.62,2017-06-13
colossal-sensation,75.0,2005-09-07
colossal_youth,83.5,2010-07-06
colossus,80.0,2013-07-18
colossus_the_forbin_project,80.0,2005-05-09
colour-me-kubrick,58.68,2007-04-01
columbus_2017,84.34,2018-10-08
coma_2022,87.5,2022-02-22
comandante,55.0,2006-12-30
combination_platter,67.5,2000-01-01
come_and_find_me,56.25,2016-11-11
come_and_get_it,80.0,2006-03-25
come_as_you_are_2020,69.69,2020-07-20
come_away,49.09,2020-12-18
come_back_africa,73.0,2012-05-25
come_back_little_sheba,60.0,2005-08-04
come_back_to_me,38.75,2014-07-25
come_blow_your_horn,60.0,2004-10-02
come_early_morning,68.0,2011-11-17
come_from_away,80.14,2021-09-23
come_on_eileen,42.5,2012-03-22
come_out_and_play,63.0,2013-03-22
come_play,60.97,2021-09-06
come_see_the_paradise,75.0,2000-01-01
come_to_daddy,65.28,2020-02-14
come_together_2017,62.5,2017-06-22
come_true,65.71,2021-03-18
come_undone,68.12,2011-02-10
come_undone_2000,68.57,2003-03-10
come_what_may_2016,48.0,2016-09-22
comebacks,29.38,2009-05-13
comedian,69.75,2002-11-03
comedians,56.25,2005-05-09
comedians_of_comedy_live_at_the_el_rey,22.5,2005-11-11
comedy-of-innocence,80.0,2002-03-09
comedy_of_power,64.94,2007-12-14
comes_a_bright_day_2012,40.0,2012-07-12
comet,47.75,2015-07-02
comets,60.0,2022-01-18
coming_2_america,53.04,2021-03-13
coming_home_2014,79.33,2015-10-02
coming_home_2016,62.5,2016-12-02
coming_home_again,79.17,2020-10-23
coming_home_in_the_dark,71.0,2021-10-15
coming_out_under_fire,65.0,2006-08-02
coming_through_the_rye,60.0,2019-05-03
coming_to_america,75.0,2015-07-07
coming_up_roses_2012,48.0,2012-11-09
command_and_control,65.36,2016-10-12
commander_arian_a_story_of_women_war_and_freedom,87.5,2018-12-04
commandments,56.25,2000-01-01
commando_a_one_man_army,50.0,2019-03-20
comme_un_chef,57.27,2014-07-31
commitment_2013,58.33,2013-12-06
committing_poetry_in_times_of_war,75.0,2011-02-14
common_people,35.0,2014-06-12
commune,71.67,2007-02-23
communion_2019,87.5,2019-01-04
como-era-gostoso-o-meu-frances-how-tasty-was-my-little-frenchman,75.0,2007-05-28
compadres_2016,35.0,2016-04-22
company_business,50.0,2006-05-20
company_man,23.75,2001-04-30
company_of_wolves,75.0,2004-10-23
company_town,75.0,2016-10-27
compartment_no_6,81.72,2022-07-12
competition,75.0,2004-10-23
complete_history_of_my_sexual_failures,50.0,2009-03-27
complete_unknown,57.04,2016-10-14
compliance_2012,72.89,2020-03-02
compromising_positions,55.0,2004-06-23
computer_chess_2013,73.93,2013-11-27
comrades_almost_a_love_story,67.5,2001-10-30
comradeship_1931,100.0,2018-10-30
con-artist,65.0,2011-03-31
con_air,57.5,2008-10-18
conan_obrien_cant_stop_2011,65.34,2011-07-28
conan_the_barbarian,76.67,2021-11-09
conan_the_barbarian_2011,41.72,2012-01-27
conan_the_destroyer,75.0,2004-10-23
concealed,40.0,2018-06-01
conceiving_ada,72.5,2000-01-01
concerning_violence,68.25,2014-12-06
concert_for_george,71.5,2007-08-14
concrete_cowboy,72.5,2021-04-26
concrete_plans,40.0,2020-11-18
concussion_2013,62.6,2014-09-23
concussion_2015,58.16,2016-08-16
condemned,31.77,2007-09-22
condemned_2015,25.0,2015-11-12
condemned_to_remember,80.0,2017-11-02
condo_painting,40.0,2000-01-01
condorman,60.0,2004-08-30
condors_nest,60.0,2023-03-13
coneheads,43.75,2003-05-20
confess_fletch,65.96,2022-11-17
confession_of_a_child_of_the_century,28.0,2017-09-01
confession_of_pain,62.5,2008-10-18
confessions_2010,68.0,2011-02-17
confessions_of_a_burning_man,47.5,2004-05-13
confessions_of_a_dangerous_mind,71.2,2019-01-03
confessions_of_a_shopaholic,44.21,2009-03-13
confessions_of_a_sociopathic_social_climber,40.0,2011-02-18
confessions_of_a_superhero,67.5,2007-11-04
confessions_of_a_teenage_drama_queen,42.86,2010-12-22
confessions_of_an_opium_eater,100.0,2003-06-02
confessionsofa_ex_doofus_itchyfooted_mutha,43.75,2011-11-18
confetti,54.1,2006-09-30
confetti_2020,59.38,2022-10-19
confidence,59.8,2010-12-22
confine,40.0,2013-07-04
confirmation,77.5,2016-04-21
conflagration,80.0,2007-10-23
confronting_holocaust_denial_with_david_baddiel,100.0,2020-02-19
confucius_2008,40.0,2010-09-29
confusion-of-genders,40.62,2003-08-15
congo,37.5,2000-01-01
congo_calling,60.0,2021-10-27
congo_white_king_red_rubber_black_death,64.38,2005-10-21
congorama,58.33,2007-03-30
congratulations,50.0,2013-08-06
connect,40.0,2019-10-23
connected,75.0,2011-09-16
connected_an_autoblogography_about_love_death_and_technology,41.79,2011-10-14
connie_and_carla,52.31,2010-12-22
conor_mcgregor_notorious,40.0,2017-11-03
conquest_of_the_planet_of_the_apes,60.0,2005-05-10
conrack,50.0,2005-05-09
conrad_boys,50.0,2006-06-06
conscience_point,62.5,2019-11-18
conscientious_protectors,80.0,2022-07-21
consecration,40.83,2023-02-10
conspiracy_theory,60.54,2002-11-06
conspirator,40.0,2006-03-25
constance_on_the_edge,80.0,2017-05-03
constant_gardener,80.69,2005-12-06
constantine,49.91,2010-12-22
constantines_sword,61.88,2011-11-18
constellation,30.09,2007-02-10
constructing_albert,87.5,2018-06-18
consuming_spirits,80.56,2013-04-11
contagion_2011,69.49,2012-01-27
containment_2015,60.0,2015-09-10
conte_dhiver_1992,87.5,2021-08-17
contemporary_color,71.88,2017-03-16
contempt,89.33,2019-02-04
contenders,27.5,2010-07-16
continental_divide,57.5,2004-10-23
continue,75.0,2022-04-13
contraband_2012,53.16,2012-03-19
contract_to_kill,25.0,2016-12-09
contracted,40.0,2013-11-28
contracted_phase_ii,37.5,2015-09-10
contractors_routine,75.0,2011-06-02
control_room,80.62,2010-12-22
controlled_chaos,25.0,2003-06-12
convenience,66.67,2015-10-04
convention,47.5,2010-06-11
convention_city,62.5,2021-01-04
conventioneers,64.0,2006-10-20
convento_2011,75.0,2012-03-08
convergence_courage_in_a_crisis,73.75,2021-10-14
conversation_piece,20.0,2005-05-09
conversations_with_my_gardener,62.0,2008-11-21
conversations_with_other_women,69.29,2006-09-15
conviction_2010,59.28,2011-02-24
coogans_bluff,65.0,2005-05-09
cook-county,32.0,2011-12-16
cook_the_thief_his_wife_and_her_lover,82.08,2020-04-21
cookie,50.0,2021-08-17
cookies_fortune,83.75,2010-07-21
cooking_with_stella,45.0,2011-04-14
cookout,21.11,2010-12-28
cool_and_crazy,73.0,2002-02-03
cool_as_ice,25.0,2021-08-13
cool_dry_place,60.0,2002-06-05
cool_hand_luke,92.5,2008-09-09
cool_it,63.83,2010-12-03
cooler,72.92,2004-01-18
cooley_high,80.0,2002-11-27
coolie_no_1_2020,30.0,2021-01-05
cooper_and_hemingway_the_true_gen,80.0,2013-10-11
coopers-camera,87.5,2010-09-14
cooties,47.0,2015-09-18
cop,67.5,2003-05-20
cop_and_12,34.0,2023-01-11
cop_car,71.97,2015-08-28
cop_land,70.0,2008-04-09
cop_out,41.01,2018-08-23
cop_secret,50.0,2022-05-22
copacabana_2010,60.0,2011-03-22
copenhagen_2013,75.0,2014-12-05
copilot,65.0,2021-09-12
coppelia,50.0,2022-04-01
copperhead_2013,44.17,2013-07-24
coppers,87.5,2019-09-07
cops_and_robbersons,33.33,2003-05-20
copshop,66.83,2021-09-18
copying_beethoven,52.01,2007-08-17
coral_reef_adventure,61.25,2004-03-26
coraline,78.62,2010-08-14
cordelia_2019,55.0,2022-05-20
core,52.81,2023-02-05
coriolanus_2010,75.34,2019-03-27
corky_romano,28.85,2010-12-22
cormans_world_exploits_of_a_hollywood_rebel,68.12,2012-03-15
corner_gas_the_movie,50.0,2014-12-05
corpo,50.0,2010-02-01
corpo_celeste,66.67,2012-06-29
corporals_diary,75.0,2008-09-29
corporate_accountability,60.0,2021-10-12
corporate_animals,20.83,2019-09-20
corps-impatients-les,70.0,2004-03-31
corpse_bride,78.48,2006-04-01
corpse_grinders,50.0,2005-04-20
corpus_callosum,58.0,2002-12-06
corpus_christi_2020,79.55,2021-02-07
corrective_measures,60.0,2022-07-05
corrina_corrina,63.12,2003-07-20
corruption_1968,55.0,2013-10-14
corruptor,58.0,2000-01-01
cosi,62.5,2000-01-01
cosmic-africa,87.5,2015-02-07
cosmic_sin,20.62,2021-03-24
cosmonauta-2009,61.25,2011-03-18
cosmopolis,61.71,2012-09-06
cosmos_2016,72.5,2016-08-18
cost_of_a_soul,44.58,2011-06-03
costa_brava,50.0,2001-11-13
costa_brava_lebanon,75.0,2022-07-15
cote_dazur_2005,52.67,2006-09-23
cottage_on_dartmoor,75.0,2007-10-17
cotton_club,70.0,2005-07-07
cotton_mary,57.5,2001-02-15
couch_trip,62.5,2000-01-01
cougar-hunting,75.0,2011-04-25
countdown_2019,35.62,2019-10-31
countdown_to_zero,67.12,2011-06-24
counterpoint_1967,37.5,2018-07-10
counting,68.75,2015-07-31
country_bears,42.25,2010-12-28
country_gold_2022,62.5,2023-04-03
country_life,87.5,2000-01-01
country_strong,45.43,2011-03-25
countryfile_royal_special_sandringham,60.0,2018-06-13
county_lines,76.0,2020-12-06
coup_53,81.67,2020-09-03
coup_du_berger,50.0,2006-12-04
coupe_de_ville,37.5,2000-01-01
couple,39.42,2006-10-17
couple_in_a_hole,71.43,2016-04-10
couples_retreat,34.09,2019-04-16
courage_mountain,75.0,2021-08-16
courage_of_lassie,80.0,2005-06-09
courage_under_fire,80.75,2004-08-30
courageous,48.33,2011-10-03
court,80.0,2016-12-28
court_jester,90.0,2013-12-16
courted_2015,60.0,2016-09-29
cousin_bobby,75.0,2000-01-01
cousin_jules,85.0,2014-02-26
cousins,87.5,2000-01-01
cousins_2021,80.0,2021-06-11
covenant,34.41,2007-01-27
cover,38.12,2008-02-28
cow,79.86,2022-04-08
cowards_bend_the_knee,88.5,2005-01-28
cowboy_bebop_the_movie,59.31,2003-07-08
cowboy_del_amor,58.75,2006-04-01
cowboy_way,35.0,2000-01-01
cowboys,62.5,2004-10-23
cowboys-angels2003,61.43,2004-12-10
cowboys-for-christ,50.0,2012-01-28
cowboys_2021,69.64,2021-05-15
cowboys_and_aliens,56.64,2012-01-27
coyote_lake,60.0,2019-08-01
coyote_ugly,45.45,2010-12-22
cq,59.0,2008-10-18
crab-trap,75.0,2011-03-03
cracks,54.84,2011-06-23
cradle_of_champions,80.0,2019-03-24
cradle_will_rock,69.77,2018-05-07
craft,55.75,2018-12-06
craigslist_joe_2012,25.0,2012-07-29
crank,52.5,2011-11-24
crank_high_voltage,51.73,2011-11-17
cranston_academy_monster_zone,60.0,2021-04-16
crash_1996,71.0,2020-11-27
crash_and_burn_2016,66.67,2017-01-01
crave_2013,27.5,2013-12-06
crawl,40.0,2013-02-21
crawl_2019,61.59,2019-08-30
crazy,83.5,2018-09-17
crazy-beautiful,58.61,2010-12-22
crazy_about_tiffanys,52.5,2016-06-24
crazy_about_you_2021,60.0,2019-09-06
crazy_and_thief_2012,32.5,2013-03-14
crazy_as_hell,51.25,2002-10-03
crazy_bitches,25.0,2015-03-12
crazy_eyes_2012,32.14,2012-07-12
crazy_heart,76.5,2011-11-17
crazy_horse_2010,69.06,2012-03-16
crazy_in_alabama,57.5,2000-01-01
crazy_like_a_fox_2006,47.5,2010-06-09
crazy_love_2007,69.3,2011-11-18
crazy_not_insane,75.0,2020-11-18
crazy_on_the_outside,23.33,2010-01-22
crazy_people,35.0,2007-03-24
crazy_rich_asians,77.19,2018-09-18
crazy_samurai_400_vs_1,40.0,2021-06-30
crazy_stupid_love_2011,66.1,2012-01-27
crazy_wisdom,50.0,2012-07-13
crd,60.0,2019-07-17
created_equal_clarence_thomas_in_his_own_words,35.0,2020-02-01
creating_freedom_the_lottery_of_birth,60.0,2013-06-20
creation_stories,65.0,2021-04-17
creative_control,58.18,2016-03-18
creator,62.5,2000-01-01
creature_2011,35.71,2011-09-10
creature_2014,30.0,2017-12-07
creed_2015,77.94,2016-08-18
creed_ii,68.2,2018-12-06
creed_iii,71.62,2023-03-30
creem_americas_only_rock_n_roll_magazine,71.07,2020-08-11
creep_2014,70.0,2015-06-22
creepshow,56.11,2022-08-09
creepshow_2,38.75,2004-09-26
creepy,71.25,2016-12-27
cremaster_1,72.0,2010-10-11
cremaster_2,80.0,2004-02-03
cremaster_3,72.0,2004-02-03
cremaster_4,80.0,2004-02-03
cremaster_5,80.0,2004-02-03
cremator,60.0,2006-06-24
crescendo_the_power_of_music,75.0,2015-04-09
cries_and_whispers,96.0,2022-04-01
cries_from_syria,75.0,2017-03-10
crime_after_crime_2011,74.62,2015-06-25
crime_and_passion,50.0,2018-07-10
crime_and_punishment_in_suburbia,41.25,2001-04-16
crime_novel,63.5,2007-07-06
crime_of_padre_amaro,65.38,2003-06-10
crime_punishment_2018,83.33,2018-08-24
crime_spree,48.33,2008-06-26
crime_story_2021,40.0,2021-08-25
crimes_and_misdemeanors,73.75,2022-05-11
crimes_of_passion,51.5,2021-06-23
crimes_of_the_future_2022,65.15,2022-09-11
crimes_of_the_heart,61.5,2013-04-11
crimewave,60.0,2020-10-15
criminal_2016,41.34,2016-08-11
criminal_activities,63.5,2015-11-20
criminal_law,50.0,2000-01-01
criminal_life_of_archibaldo_de_la_cruz,100.0,2005-05-09
criminal_lovers,60.0,2003-04-11
criminals,75.0,2000-01-01
crimson_gold,86.32,2004-06-25
crimson_peak,65.5,2017-02-24
crimson_pirate,80.0,2004-07-08
crimson_tide,76.88,2004-01-17
crip_camp,83.18,2021-02-02
crisis_2021,52.73,2021-03-26
critical_care,60.5,2000-01-01
critical_thinking,67.5,2020-09-11
critters,57.22,2021-10-28
critters_2_the_main_course,25.0,2002-01-22
crna_macka_beli_macor,74.0,2012-04-10
crock_of_gold,75.0,2020-12-30
crocodile_dundee,68.33,2001-08-21
crocodile_dundee_2,43.33,2003-06-20
crocodile_dundee_in_los_angeles,41.04,2010-12-22
cromwell,50.0,2004-10-23
cronicas,64.22,2005-10-07
cronos,70.71,2013-10-05
crook_2010,20.0,2019-04-08
crooked_arrows,45.21,2012-06-08
crooked_house,37.5,2017-12-22
crooklyn,81.88,2022-04-26
crop_circles_quest_for_truth,35.62,2002-09-26
cropsey,73.44,2014-03-03
cross,38.33,2009-03-27
cross_creek,60.0,2003-05-20
cross_of_iron,46.25,2006-04-17
crossfire_1989,70.0,2003-05-20
crossfire_hurricane_2012,72.22,2012-11-16
crossing_delancey,71.25,2003-07-26
crossing_guard,66.67,2000-01-01
crossing_over,44.22,2011-11-17
crossing_the_bridge_the_sound_of_istanbul,69.84,2006-08-19
crossing_the_line_1990,40.0,2007-06-20
crossing_the_line_2007,71.83,2007-08-10
crossover,33.97,2006-09-23
crossover_dreams,75.0,2000-01-01
crossroads-1976,100.0,2023-02-24
crouching_tiger_hidden_dragon,93.68,2010-12-22
crouching_tiger_hidden_dragon_sword_of_destiny_2016,50.83,2016-08-02
croupier,70.68,2019-03-20
crow,75.0,2022-04-26
crow_the_city_of_angels,36.25,2000-01-01
crowd,100.0,2007-02-25
crowhurst,64.0,2018-03-23
crown_heights_2017,66.15,2017-09-09
crown_vic,45.62,2020-10-13
crows_1996,79.38,2014-09-09
crucible_of_the_vampire,40.0,2019-01-31
crude_oasis,62.5,2000-01-01
cruel_intentions,54.04,2019-03-21
cruella,65.81,2021-06-08
cruise,76.25,2003-03-10
cruising,57.5,2014-06-09
crumb,96.67,2022-06-07
crush_2002,54.17,2018-05-18
crush_2022,75.0,2022-04-29
crusoe,87.5,2000-01-01
cry-baby,70.0,2022-05-12
cry_freedom,68.75,2022-05-10
cry_in_the_dark,69.0,2011-12-19
cry_of_the_city,82.0,2015-04-23
cry_of_the_owl,40.0,2002-06-10
cry_of_the_owl-2009,39.17,2010-05-20
cry_wolf_2005,53.93,2005-10-01
crying_game,83.57,2023-01-11
crying_ladies,60.0,2004-11-27
crypto,75.0,2019-04-12
cryptozoo,68.5,2021-10-19
crystal_fairy,65.28,2017-09-06
crystal_swan,75.0,2020-05-20
csa_the_confederate_states_of_america,71.25,2006-06-16
csny_deja_vu,59.87,2008-07-25
cthulhu,45.83,2008-09-12
cub,45.0,2016-03-07
cuba-island-of-music,55.62,2004-01-16
cuba_feliz,66.88,2002-10-17
cuban_fury_2013,53.15,2014-04-17
cube,53.33,2000-01-01
cuchillo_de_palo,87.5,2013-03-17
cuck,40.0,2020-04-15
cuckoo_2010,32.0,2010-12-16
cujo,65.0,2007-10-28
culdesac,62.5,2005-05-09
culloden-the-battle-of-culloden,87.5,2006-07-25
cult_of_chucky,50.0,2017-10-11
cunningham,74.17,2020-03-18
cup_of_cheer,55.0,2020-12-07
cupcakes_2015,55.71,2015-03-25
cupids_mistake,25.0,2001-08-24
curdled,45.0,2000-01-01
cure_1997,75.0,2001-10-08
cure_for_pain_the_mark_sandman_story,72.5,2012-09-03
curious_case_of_benjamin_button,50.0,2019-01-31
curling,79.17,2011-11-10
curly_sue,62.5,2000-01-01
curse_of_frankenstein,57.5,2021-09-25
curse_of_the_cat_people,63.33,2010-12-22
curse_of_the_demon,80.0,2011-10-17
curse_of_the_golden_flower,71.51,2019-01-25
curtis_2020,75.0,2020-09-03
cusp_2021,79.17,2021-11-24
custody_2016,80.0,2016-04-18
custody_2018,78.45,2018-09-27
cut,26.67,2003-03-10
cut_2011,50.0,2012-04-23
cut_bank,43.33,2015-04-10
